Discovered_Channel_Name,Discovered_Subs,Score_Emb_Combined_AvgVec,Score_Emb_Hybrid_Titles,Score_Emb_Matrix_Avg,Discovered_Video_Count,Discovered_Channel_URL
Stanford Graduate School of Business,2650000,0.41027498,0.482,0.08787062764167786,3691,https://www.youtube.com/@stanfordgsb
The Young Turks,6340000,0.4089891,0.575,0.1161622628569603,69558,https://www.youtube.com/@theyoungturks
SwyperTv,235000,0.40859014,0.366,0.11305452883243561,358,https://www.youtube.com/@swyper-tv
CBN News,2610000,0.40554404,0.504,0.0923495665192604,42349,https://www.youtube.com/@cbnnewsonline
STREETDAWG WORLDWIDE,18100,0.4048617,0.428,0.12299957126379013,315,https://www.youtube.com/@streetdawgworldwide
KIDS FIRST!,30100,0.4047401,0.403,0.09336096048355103,5436,https://www.youtube.com/@kidsfirstfilmcritics
Sean Feucht,245000,0.4038238,0.465,0.10694947838783264,2122,https://www.youtube.com/@seanfeucht
Biography,1080000,0.40344745,0.454,0.11214537173509598,1617,https://www.youtube.com/@biography
Libertarianism.org,43600,0.40292156,0.496,0.11649683862924576,1279,https://www.youtube.com/@libertarianismdotorg
Dr. Shadé Zahrai,1350000,0.4018519,0.387,0.08740133792161942,390,https://www.youtube.com/@shadezahrai
Coach Schuman Sports and Entertainment,1460000,0.40041918,0.427,0.10148777812719345,17792,https://www.youtube.com/@coachschuman
Dr. Todd Grande,1640000,0.39855266,0.459,0.10182879120111465,3791,https://www.youtube.com/@drgrande
Tech With Tim,1890000,0.3962737,0.263,0.039740316569805145,1698,https://www.youtube.com/@techwithtim
Critikal Reacts,50600,0.3944405,0.416,0.09612549096345901,1073,https://www.youtube.com/@critikalsleep
Veritasium,19400000,0.3943924,0.474,0.08573497831821442,465,https://www.youtube.com/@veritasium
USA TODAY,7410000,0.39323157,0.49,0.0833347737789154,28777,https://www.youtube.com/@usatoday
The Washington Examiner,219000,0.39321402,0.397,0.08698293566703796,23650,https://www.youtube.com/@washingtonexaminer
The Wall Street Journal,6460000,0.39099926,0.423,0.07465573400259018,28361,https://www.youtube.com/@wsj
CTV News,2160000,0.38910395,0.427,0.08396096527576447,78438,https://www.youtube.com/@ctvnews
Angelica Pham,1080000,0.38889962,0.221,0.04402442276477814,1490,https://www.youtube.com/@angelicapham
J.J. McCullough,1000000,0.38801914,0.408,0.07429684698581696,591,https://www.youtube.com/@jjmccullough
Armchair Analysis,112000,0.3859306,0.604,0.17810192704200745,43,https://www.youtube.com/@armchairanalysisx
Criminal Tracks,31900,0.3858028,0.475,0.1388482302427292,299,https://www.youtube.com/@criminaltracks
Actualized.org,1120000,0.38571632,0.378,0.08031899482011795,531,https://www.youtube.com/@actualizedorg
New York Post,2270000,0.38470566,0.48,0.09296795725822449,31640,https://www.youtube.com/@nypost
CBS Miami,670000,0.38211876,0.389,0.08382230252027512,103453,https://www.youtube.com/@cbsmiami
HealthyGamerGG,3100000,0.38096702,0.474,0.10051869601011276,2298,https://www.youtube.com/@healthygamergg
Top 10 Beyond The Screen,479000,0.3805191,0.535,0.12650583684444427,5954,https://www.youtube.com/@top10beyondthescreen
Pixelade,230000,0.37996987,0.316,0.09295250475406647,2137,https://www.youtube.com/@pixelade
Outstanding Screenplays,1670000,0.37871474,0.402,0.09856841713190079,2107,https://www.youtube.com/@outstandingscreenplays
WGN News,667000,0.3784683,0.35,0.0643293634057045,78199,https://www.youtube.com/@wgntv
Entertainment Tonight,7460000,0.37782848,0.448,0.1053832471370697,51467,https://www.youtube.com/@entertainmenttonight
InspiringPhilosophy,493000,0.37709612,0.326,0.07950005680322647,1268,https://www.youtube.com/@inspiringphilosophy
Alex Pavlova 💛 BeautyForEverybody,28300,0.37592828,0.238,0.057852886617183685,2450,https://www.youtube.com/@beautyforeverybody
First We Feast,15100000,0.37468213,0.407,0.08692479133605957,2575,https://www.youtube.com/@firstwefeast
Tommy Robinson,560000,0.3718636,0.426,0.10169241577386856,493,https://www.youtube.com/@tommyrobinsononline
CinemaBlend,323000,0.3712145,0.459,0.10632947087287903,3221,https://www.youtube.com/@cinemablend
Sharrell's World,614000,0.37095696,0.38,0.0848216861486435,3411,https://www.youtube.com/@sharrellsworld
Gareth Soloway,200000,0.37055594,0.29,0.07458733767271042,1553,https://www.youtube.com/@garethsolowayprotrader
SocialOrbit,254000,0.37045085,0.336,0.07888758182525635,495,https://www.youtube.com/@socialorbit
Filmy Charcha with Kunal,24600,0.3695244,0.411,0.11975439637899399,1235,https://www.youtube.com/@filmycharcha-with-kunal
Alan's Universe,97300000,0.36866912,0.421,0.12735335528850555,1486,https://www.youtube.com/@alanchikinchow
Intentional Tech,16000,0.36860526,0.258,0.046047721058130264,265,https://www.youtube.com/@intentionaltech
Billie Rae Brandt,456000,0.3665799,0.368,0.10203913599252701,495,https://www.youtube.com/@billieraebrandt
Umar Ashraf,879000,0.364579,0.236,0.061033476144075394,668,https://www.youtube.com/@umarashraf28
ox_zung 원정맨,12100000,0.36233136,0.315,0.12137652188539505,2322,https://www.youtube.com/@oxzung
Clen,16500,0.361566,0.4,0.0976317748427391,2926,https://www.youtube.com/@clen-
TED-Ed,22100000,0.3571095,0.457,0.08256961405277252,2311,https://www.youtube.com/@teded
Justin Sung,1830000,0.35702187,0.248,0.047915369272232056,824,https://www.youtube.com/@justinsung
Massachusetts Institute of Technology (MIT),945000,0.35685095,0.359,0.0824919044971466,916,https://www.youtube.com/@mit
Momentum,867000,0.35627252,0.269,0.06318669766187668,1275,https://www.youtube.com/@watchmomentum
PsycHacks,931000,0.35349452,0.437,0.09870590269565582,2063,https://www.youtube.com/@psychacks
FOX 5 New York,946000,0.35280177,0.315,0.07621923834085464,22832,https://www.youtube.com/@fox5ny
LeopARTnik,1560000,0.35188773,0.259,0.06008974835276604,632,https://www.youtube.com/@leopartnik
Bopping,196000,0.3504907,0.433,0.10384996980428696,779,https://www.youtube.com/@boppingyt
Andy Sterkowitz,351000,0.3495133,0.251,0.05884451046586037,154,https://www.youtube.com/@andysterkowitz
Sage,24300,0.34717888,0.287,0.04631369933485985,1178,https://www.youtube.com/@sagepublications
Auditing Reno 911,30700,0.34703875,0.451,0.09037765115499496,6337,https://www.youtube.com/@auditingreno911
Cinephile Explained,25900,0.3437891,0.357,0.10859186947345734,209,https://www.youtube.com/@cp_explained
Bloomberg News,2700000,0.34366524,0.4,0.08858074247837067,37673,https://www.youtube.com/@bloomberg-news
The Trench Family,11900000,0.34274912,0.424,0.11202767491340637,2901,https://www.youtube.com/@thetrenchfamily
Simplilearn,5620000,0.3372333,0.218,0.030324306339025497,10083,https://www.youtube.com/@simplilearnofficial
RARE History,60100,0.33390215,0.493,0.1200442910194397,1072,https://www.youtube.com/@rarehistory3416
BUILD Series,444000,0.3333862,0.311,0.09469165652990341,14423,https://www.youtube.com/@buildseriesnyc
YaleCourses,1630000,0.33331123,0.359,0.07911349087953568,2157,https://www.youtube.com/@yalecourses
Weird History,4700000,0.33325613,0.478,0.10261859744787216,1045,https://www.youtube.com/@weirdhistory
Docentes DigitalesTV,13900,0.3327902,0.285,0.08812753856182098,2350,https://www.youtube.com/@docentesdigitalestv
Mentality Madness,137000,0.3314041,0.361,0.07273819297552109,341,https://www.youtube.com/@mentalitymadness
MorgueOfficial,689000,0.33090872,0.436,0.10389749705791473,1241,https://www.youtube.com/@morgueofficial
Robert Greene ,2060000,0.32779413,0.503,0.09394779801368713,765,https://www.youtube.com/@robertgreeneofficial
Yasir Khan Shorts,392000,0.3273906,0.275,0.04806005209684372,2082,https://www.youtube.com/@yasirkhancoaching
Rebecca Zung,524000,0.32645828,0.358,0.11175341159105301,2390,https://www.youtube.com/@rebeccazungesq
Yahoo News,191000,0.3186375,0.315,0.10625918209552765,3581,https://www.youtube.com/@yahoonews
FOX 26 Houston,702000,0.31747437,0.252,0.042955316603183746,31965,https://www.youtube.com/@fox26houston
The Financial Controller,304000,0.3124462,0.2,0.020923178642988205,246,https://www.youtube.com/@thefinancialcontroller
ByteByteGo,1290000,0.31170177,0.28,0.03979011997580528,157,https://www.youtube.com/@bytebytego
Washington Post,2810000,0.3079876,0.445,0.07083292305469513,23860,https://www.youtube.com/@washingtonpost
Jacob Clifford,1020000,0.3044705,0.228,0.04215850308537483,541,https://www.youtube.com/@jacobaclifford
ACM SIGCHI,26000,0.30305085,0.326,0.07234512269496918,18023,https://www.youtube.com/@sigchi
TEDx Talks,43800000,0.30240512,0.339,0.07277040183544159,246451,https://www.youtube.com/@tedx
Two Teachers,41000,0.30132544,0.277,0.0602932870388031,469,https://www.youtube.com/@twoteachers
tutor2u,1630000,0.29891235,0.333,0.07914653420448303,6013,https://www.youtube.com/@tutor2u-official
Easy Forex Pips,254000,0.29818156,0.25,0.06043904647231102,4636,https://www.youtube.com/@easyforexpips
History Unleashed,144000,0.2958161,0.247,0.0673108771443367,259,https://www.youtube.com/@historyunleashedofficial
Celeb Buss Central,882000,0.29527593,0.297,0.09781661629676819,1764,https://www.youtube.com/@celebbusscentral
Institute for Justice,494000,0.29526913,0.391,0.08098841458559036,654,https://www.youtube.com/@instituteforjustice
Sherrynews,28400,0.2936572,0.258,0.09651507437229156,588,https://www.youtube.com/@sherrynews
CBC News,4430000,0.28778803,0.341,0.0725051611661911,41220,https://www.youtube.com/@cbcnews
Mirkojax,33600,0.28590363,0.089,0.0018717700149863958,4669,https://www.youtube.com/@mirkojax
DRM News,540000,0.28535476,0.328,0.07746502012014389,37531,https://www.youtube.com/@drmnewsinternational
MasterClass,1600000,0.2849868,0.204,0.04868290200829506,709,https://www.youtube.com/@masterclass
Doctorly,3460000,0.27939165,0.191,0.035050198435783386,446,https://www.youtube.com/@doctorly
DonnyGoogle Tv ,56400,0.27685744,0.279,0.10727301239967346,573,https://www.youtube.com/@donnygoogletv
ReviewEcon,36800,0.26853615,0.241,0.0702490583062172,163,https://www.youtube.com/@reviewecon
EnhanceTuition,27500,0.26525947,0.301,0.0608680360019207,306,https://www.youtube.com/@enhancetuition
Lakepointe Church,455000,0.26307437,0.35,0.08884348720312119,1024,https://www.youtube.com/@lakepointechurch
Department of Economics,17900,0.26094437,0.236,0.04909643158316612,319,https://www.youtube.com/@economicsuofutah
Parliamentarian,58400,0.26051533,0.351,0.07595785707235336,1029,https://www.youtube.com/@parliamentarian
FreshY Canadian,163000,0.25790402,0.202,0.0480048805475235,163,https://www.youtube.com/@freshycanadian
emilywking,902000,0.25158376,0.284,0.06808333843946457,2773,https://www.youtube.com/@emilywking
Fore Play Golf,574000,0.24960148,0.338,0.07197082787752151,4245,https://www.youtube.com/@foreplaygolf
Learn English  ,11000,0.2469143,0.304,0.07407636940479279,96,https://www.youtube.com/@nirmalprincelearnenglish
Chess.com,2680000,0.24202187,0.33,0.07518239319324493,6530,https://www.youtube.com/@chess
Compass ,21700,0.2397899,0.183,0.025406427681446075,1305,https://www.youtube.com/@compassre
BrrrakeF1,128000,0.2291538,0.198,0.04038689285516739,159,https://www.youtube.com/@brrrake
Kanika Batra,154000,0.22228768,0.336,0.0927010327577591,251,https://www.youtube.com/@kanikabatra
CrashCourse,16700000,0.2089018,0.333,0.08225418627262115,1651,https://www.youtube.com/@crashcourse
Bussin' With The Boys,670000,0.20888507,0.2,0.040151551365852356,4482,https://www.youtube.com/@bussinwiththeboys
Dr. Mary Barbera - Turn Autism Around®,204000,0.20641688,0.198,0.03944163769483566,1296,https://www.youtube.com/@marybarbera
Proko,4150000,0.205966,0.245,0.04754463955760002,1116,https://www.youtube.com/@prokotv
"IT Creations, Inc.",15400,0.17386073,0.116,0.020347122102975845,385,https://www.youtube.com/@itcreations-la
WISN 12 News,229000,0.16847444,0.191,0.027119865640997887,68949,https://www.youtube.com/@wisn
Intuitive Tennis,328000,0.16387558,0.171,0.030947549268603325,900,https://www.youtube.com/@intuitivetennis
Shemmassian Academic Consulting,40700,0.16199458,0.195,0.04781113564968109,465,https://www.youtube.com/@shemmassian
