Discovered_Channel_Name,Discovered_Subs,Score_Emb_Combined_AvgVec,Score_Emb_Hybrid_Titles,Score_Emb_Matrix_Avg,Discovered_Video_Count,Discovered_Channel_URL
Unnecessary Inventions,5300000,0.22093704,0.242,0.048524413257837296,479,https://www.youtube.com/@unnecessaryinventions
Joseph DeBenedictis,74300,0.21962674,0.214,0.0586453452706337,305,https://www.youtube.com/@josephd
University of Southampton,16000,0.21564323,0.256,0.04895438998937607,706,https://www.youtube.com/@unisouthampton
Think Econ,64400,0.21201366,0.252,0.0592578649520874,159,https://www.youtube.com/@thinkecon
Fun World For Kids,27800,0.21109548,0.185,0.04479699954390526,60,https://www.youtube.com/@funworldforkids
The uLesson Group,24000,0.21007209,0.256,0.03632017970085144,1403,https://www.youtube.com/@ulessonapp
TechIN,119000,0.20826013,0.23,0.06102321669459343,297,https://www.youtube.com/@techin55
Stated Clearly,589000,0.20820245,0.196,0.04872782528400421,161,https://www.youtube.com/@statedclearly
Ron Pope,117000,0.2078811,0.17,0.04340127855539322,742,https://www.youtube.com/@ronpopemusic
xDemon,2290000,0.20540535,0.278,0.06695038825273514,1111,https://www.youtube.com/@xdemonrblx
YouFact Tech,961000,0.20314118,0.202,0.04699639603495598,812,https://www.youtube.com/@youfacttech
PowerCert Animated Videos,1700000,0.2031091,0.173,0.023697426542639732,121,https://www.youtube.com/@powercertanimatedvideos
Future - Topic,308000,0.20213076,0.233,0.053481362760066986,1328,https://www.youtube.com/channel/UC1_liDR4fRFJgH4HoJeV8cw
Dream English Education,77600,0.20210136,0.197,0.04784208536148071,353,https://www.youtube.com/@dreamenglisheducation
Ultimate Tech Hub,79100,0.20162567,0.188,0.02856765128672123,560,https://www.youtube.com/@ultimatetechhub
Learn Bright,826000,0.19965088,0.2,0.03815652057528496,881,https://www.youtube.com/@learnbright
Learn English  ,11000,0.198452,0.202,0.0455729216337204,96,https://www.youtube.com/@nirmalprincelearnenglish
TheSaturdaysVEVO,289000,0.19819212,0.219,0.06309348344802856,88,https://www.youtube.com/@thesaturdaysvevo
Earth and Space Sciences X,68900,0.1976446,0.233,0.045056577771902084,54,https://www.youtube.com/@earthandspacesciencesx
HistoryMush,17700,0.1971843,0.248,0.045320797711610794,76,https://www.youtube.com/@historymush
English to Excel,56900,0.19584763,0.182,0.04331742972135544,125,https://www.youtube.com/@englishtoexcel
History Mapped Out,139000,0.19379975,0.284,0.06910110265016556,106,https://www.youtube.com/@history_mapped_out
itsaProblemVEVO,56500,0.19165501,0.252,0.04170951992273331,8,https://www.youtube.com/@itsaproblemvevo
Gorilla Tag VR,207000,0.19163191,0.213,0.060689136385917664,300,https://www.youtube.com/@_gorillatagvr
Jordan Dischinger-Smedes,50200,0.18872061,0.272,0.06636526435613632,236,https://www.youtube.com/@mr.smedes
BagOnly,1360000,0.18850532,0.19,0.04575296863913536,2461,https://www.youtube.com/@bagonly
Babbel USA,28000,0.18716678,0.18,0.02907334640622139,225,https://www.youtube.com/@babbelusa
NekoKaren,1350000,0.18411325,0.242,0.051494915038347244,466,https://www.youtube.com/@nekokarenart
Study.com,127000,0.18304521,0.178,0.03865357115864754,378,https://www.youtube.com/@studycomvideo
Taylor Swift,62400000,0.18274818,0.197,0.0626145526766777,646,https://www.youtube.com/@taylorswift
"Live Your Life, Live Your Dream",29400,0.1800549,0.173,0.03647606074810028,1560,https://www.youtube.com/@liveyourlifeliveyourdream
Ananya アナンヤ,103000,0.17977513,0.174,0.03459401801228523,410,https://www.youtube.com/@hiananyaa
Jonathan Miller Music,35900,0.17956619,0.234,0.03884948417544365,805,https://www.youtube.com/@jonathanmillermusic
Corporate Finance Institute,355000,0.17861569,0.161,0.03253013268113136,1095,https://www.youtube.com/@cfi_official
Warwick Medical School,99900,0.1778156,0.191,0.03818538784980774,112,https://www.youtube.com/@warwickmedicalschool
Sportology,110000,0.17708135,0.153,0.022710254415869713,38,https://www.youtube.com/@sportology1
Newcastle University,21500,0.17478463,0.3,0.059530485421419144,1017,https://www.youtube.com/@newcastleuni
Hopscotch,1390000,0.1738933,0.221,0.04849991947412491,102,https://www.youtube.com/@hopscotchsongs
WWEMusic,1690000,0.17032607,0.211,0.05157075077295303,298,https://www.youtube.com/@wwemusic
Yale Medicine,74600,0.16895579,0.177,0.031077470630407333,585,https://www.youtube.com/@yalemedicine
Brainrot HUB,256000,0.16572213,0.15,0.04678361490368843,21,https://www.youtube.com/@brainrot-hubbb
Ghost - Topic,12600,0.16392276,0.284,0.0643572136759758,529,https://www.youtube.com/channel/UC08qAR-kyTJb8Xjwbo6C7ZQ
Dan Davis History,356000,0.1617442,0.237,0.056401655077934265,166,https://www.youtube.com/@dandavishistory
MorganWallenVEVO,130000,0.16069555,0.149,0.04266628995537758,143,https://www.youtube.com/@morganwallenvevo2748
uwindsor,11300,0.15840861,0.156,0.04546017572283745,1266,https://www.youtube.com/@uwindsor
ArianaGrandeVevo,17400000,0.15527833,0.152,0.03513152524828911,232,https://www.youtube.com/@arianagrandevevo
Freebandz Ent,320000,0.15361431,0.137,0.02178087830543518,222,https://www.youtube.com/@freebandzfilms
Juicy J,1820000,0.15101565,0.115,0.021099533885717392,179,https://www.youtube.com/@juicyjcomic
Florian,158000,0.1481637,0.092,0.014027479104697704,289,https://www.youtube.com/@florida.florian
KnoDAX,49800,0.14790414,0.209,0.026630215346813202,1018,https://www.youtube.com/@knodax
FocusRx | Customized Career Coaching,20100,0.14665598,0.151,0.025030724704265594,192,https://www.youtube.com/@focusrx
JadeRobin,35800,0.14472196,0.257,0.060662537813186646,44,https://www.youtube.com/@jaderobinofficial
Lyrical Lemonade,23800000,0.14235672,0.126,0.021074851974844933,463,https://www.youtube.com/@lyricalemonade
alisWebsite,23800,0.14116593,0.19,0.04730895906686783,350,https://www.youtube.com/@aliswebsite
Woke TV,599000,0.13918796,0.12,0.020211461931467056,112,https://www.youtube.com/@woketv
Jog - Topic,13300,0.1356484,0.209,0.0528276152908802,18,https://www.youtube.com/channel/UCHWXhYtSP5FN6y4qcBrSMbg
Study Hall ,150000,0.13088346,0.294,0.04708399996161461,1047,https://www.youtube.com/@studyhall
JuliaMichaelsVEVO,644000,0.12988916,0.166,0.0257410928606987,75,https://www.youtube.com/@juliamichaelsvevo
FASH,15300000,0.12837024,0.135,0.032637499272823334,1244,https://www.youtube.com/@fash
Ready Steady Excel,34200,0.12802355,0.161,0.024521924555301666,316,https://www.youtube.com/@readysteadyexcel
KINETIC SCHOOL,38700,0.12676397,0.289,0.04996892437338829,46,https://www.youtube.com/@kineticschool
SpaceBalls,7100000,0.12445442,0.094,0.02477789670228958,723,https://www.youtube.com/@spaceballs
Leonard Cohen - Topic,19900,0.11868943,0.295,0.05989746004343033,967,https://www.youtube.com/channel/UCWVX22z2KlJCQ0XqtfHIH7w
Explanation Point,211000,0.114633135,0.171,0.043025948107242584,90,https://www.youtube.com/@explanationpointanime
Conrad Askland,91100,0.10985201,0.156,0.038572609424591064,1219,https://www.youtube.com/@conradaskland
TrillyRap,272000,0.10830229,0.111,0.01678583212196827,35,https://www.youtube.com/@trillyrap
Superheroes of Science,64600,0.100071356,0.196,0.030361738055944443,1570,https://www.youtube.com/@purduesos
Branch Education,2570000,0.09708213,0.134,0.011283248662948608,52,https://www.youtube.com/@brancheducation
Rock 'N Learn,3420000,0.08963564,0.104,0.02031824365258217,615,https://www.youtube.com/@rocknlearn
Dr Matt & Dr Mike,1060000,0.0824264,0.089,0.0036023585125803947,799,https://www.youtube.com/@drmattdrmike
JJ Medicine,1210000,0.07859738,0.087,0.005589632783085108,716,https://www.youtube.com/@jjmedicine
Osmosis from Elsevier,3620000,0.05478539,0.216,0.013490616343915462,1251,https://www.youtube.com/@osmosis
RicochetScience,103000,0.037517343,0.228,0.022047225385904312,71,https://www.youtube.com/@ricochetscience
Jeff Nippard,7800000,0.033361845,0.172,0.016060519963502884,598,https://www.youtube.com/@jeffnippard
Math Vibe,55100,-0.026393106,0.069,0.007831522263586521,174,https://www.youtube.com/@mathvibe
Spreadsheet Nation,16600,-0.028252078,0.126,0.02666519768536091,472,https://www.youtube.com/@spreadsheetnation
